0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.007104458320699317,0.0035108124636326244,0.007800247811749392,0.030289113913183785,0.008214862752985887,0.16453564612902266,0.03325690187446889,0.01853417784462474,0.019398409552872968,0.006029527676266271,0.005792411989647533,0.009538413289523017,0.00221478206744269,0.007977653523772466,0.01296342772012221,0.08055035239340819,0.01007885578977488,0.04802771602482502,0.06322318353466526,0.11400021653375886,0.0009083042076914184,0.0025832312805604348,0.012479023682187404,0.045389413555410006,0.004441440473146436,0.004648064565848529,0.025821306318879543,0.06004568963469449,0.008216924839817593,0.004876603828699435,0.009710454464635877,0.020255910202113366,0.006707667109572931,0.033483506539763876,0.004814459015350443,0.010393924192691195,0.03679444707577159,0.026155356028636823,0.029233101778081912
0.021722842543164485,0.0072770074484353915,0.010338078195494342,0.012482166384772628,0.013357727160500849,0.1519897771507185,0.025867852194556635,0.004684729699268489,0.016885595826913024,0.010769856996682405,0.0045336053368731765,0.0021670170733252706,0.004439791005868824,0.012748403323844932,0.0041419383142369945,0.031791765074472456,0.011273530600356843,0.05769254865040319,0.07952131310122927,0.12125920153048725,0.001834972321102495,0.015367716138536096,0.009951245303659536,0.04477679206158926,0.006079692201973971,0.008367766913318498,0.01857186479750268,0.08194816751399944,0.004280491307208457,0.014014821380317783,0.004918393648739903,0.02102440936751885,0.006472628898209961,0.09449434701237219,0.005657039973152395,0.006729875332673528,0.014363530138509597,0.003049552695475076,0.03315194538253543
0.015282272704318488,0.006340949790719472,0.008835035072276187,0.04773038424901625,0.019703212805778032,0.16037390296293752,0.008315628920246784,0.019990617128637513,0.010400252806827118,0.008121235018450336,0.004037706085071711,0.002404748916523594,0.0028479408064896526,0.012448126512639641,0.008271237779721871,0.05261193901025802,0.015675996564572088,0.028331390298652535,0.08082422581151646,0.05738451553318373,0.005755526989595127,0.0073042539729138226,0.008204481296976773,0.043125294396367725,0.0041800378191782,0.00575963177274322,0.03322612123308995,0.07830111524350823,0.012481169540943637,0.004192706369360113,0.0053156738991000044,0.01659528768645088,0.004201850957353456,0.06250981209705815,0.009799205326170261,0.014004619398366574,0.028052455718598098,0.049064201066559184,0.037995236437829635
0.01945767584682963,0.007434540730753261,0.012339404091039589,0.020585560827077062,0.011241724314608372,0.15373507004490086,0.003880430582639428,0.01690207766022143,0.019327324973377333,0.006005936903405072,0.0053215496929938915,0.01191110840752962,0.005907808086336365,0.01271216086684305,0.020284458997008623,0.06272744956752761,0.016267003235496014,0.038455874162224554,0.09273965980745277,0.07414884551406109,0.005868788682218393,0.006118783443599437,0.01225277163536586,0.03718300264288652,0.005370363964141313,0.004202171535081191,0.02208110352836233,0.047761496486804896,0.004972754992376771,0.01681297154265632,0.0049015716482265735,0.01690361122755089,0.005885131358542079,0.07608701659369879,0.011638429895509164,0.010032380132360567,0.04177144441274388,0.022975224569437236,0.03579531739611237
0.03741117484844849,0.004480746657925423,0.004748078481354181,0.03760795815070126,0.007666152257038915,0.11890634513193205,0.027361938142485265,0.011151555930658063,0.01758028726518894,0.00706813322443796,0.008069929540862894,0.008338836975707649,0.006326841151371558,0.010182542512871684,0.011986384907171055,0.10151467209277508,0.015569135763459934,0.01738329688856023,0.10965821434297604,0.06963860476501631,0.004283646840449749,0.006805727234432256,0.011278518027670286,0.008759200621952888,0.0024366427975151647,0.009012743406402535,0.025429006563807182,0.04440560476117086,0.00844810135524828,0.015602277157787281,0.008073974226733407,0.014820819306121401,0.005033573339017213,0.0803894178047555,0.010817266467620996,0.019608978987564883,0.025836471876842872,0.02572438854063759,0.040582811653326695
0.01914404800887059,0.004895591258689478,0.0070500840088650926,0.014673983378353487,0.02360977905614889,0.16766135937078502,0.016138405240491073,0.009601206817258104,0.015328880488728986,0.006679330993665071,0.004573606420654615,0.008221470050242704,0.006596772077931992,0.006653451763381768,0.005912645767163375,0.05619720963962571,0.013709407116974217,0.034211939331668044,0.07077867211220906,0.0749034541138288,0.0026106865651486944,0.005994889664251428,0.011795099616656713,0.07351598208353263,0.0036972643782751734,0.005392128197273432,0.03416567940115456,0.11679321171308414,0.011668352299729125,0.011374158282594997,0.017153364167875985,0.010756735798793585,0.0065009605297086034,0.03831666263811796,0.007990451825480034,0.011341572578574282,0.00980646826646583,0.010221689973601521,0.04436334500414532
0.009869245351623986,0.0057075631044337235,0.005910432659989778,0.05717878718468572,0.004855407237890134,0.1765981445065653,0.023568562717970712,0.02860345243770659,0.04633054520103228,0.006136599415311632,0.0031807865169297903,0.008748585604355374,0.004563071087643872,0.00782665932502403,0.005832600790822155,0.03198862190417203,0.00803324154432831,0.04289156662265932,0.0773398131713509,0.08976257329960317,0.004192392717037952,0.005338015164656978,0.008400103911132143,0.03600538631931038,0.004594536781760901,0.004873223652100114,0.042631029497741176,0.07402120329673614,0.001371676317715897,0.01016159271001238,0.0040950828779884665,0.009510513207579313,0.00626457461770396,0.07961003520143417,0.005925584739967617,0.018337389019560627,0.012418757611840006,0.011896702080570679,0.01542594059105244
0.03978832043863228,0.006902458685096704,0.0032691264736703857,0.010967006369841058,0.013366181603242962,0.1234751225687254,0.007977804524641167,0.00842952654126173,0.015473776209060075,0.005285897561830888,0.004096392371855679,0.007706434652641692,0.004431158440709081,0.008598504568578946,0.0068337691662851705,0.01588943120882015,0.008308451573135995,0.07501639980384103,0.10588978180408022,0.06585193590729367,0.004702489360102818,0.00537492012812763,0.007339358703288796,0.047383916059887045,0.003422390941530355,0.0065252774897343,0.005457818174581197,0.06436920618679896,0.013577827807246857,0.0160601287060754,0.012866692969807334,0.004772646800868362,0.003141855297441495,0.14665045099131613,0.010740310998066832,0.00959709789090775,0.039091314386757066,0.027412963874336834,0.03395585275988053
0.020500585877970868,0.004209462895350749,0.007148093713996715,0.02032224297689029,0.026586041464839536,0.1327566256935994,0.022675987402126944,0.028469506907513653,0.003942332722499987,0.004139345326319057,0.002017169547677704,0.008475331024251187,0.00404286299202789,0.006127657539205586,0.008413671633903509,0.042663933659991736,0.010049877090926786,0.0390814666659288,0.07150699343668132,0.13592366033448497,0.00424118826583646,0.005900291770021653,0.019431017958288804,0.03251427354568489,0.0053912109496183054,0.006076213952654163,0.009451649510987084,0.073356550305651,0.01381851515250172,0.01576383027178831,0.013723013237352377,0.022566447122183395,0.008211191165856767,0.07854719469818823,0.0041184702179825495,0.014044157201316729,0.03085206367437279,0.006627636421119974,0.036312235672408294
0.018733226905181664,0.009943074411932358,0.01548258311220801,0.020625139991845946,0.012176332919502394,0.15048699835662646,0.024220858772863754,0.025461368743659604,0.006989719152229686,0.007177387373557055,0.003372585885545768,0.009384805340001884,0.006075891606556021,0.011034452555446845,0.012079869593972758,0.04737638531310791,0.009800469789059425,0.024889122350520616,0.04243049666024605,0.09784650015771512,0.0005996412999860047,0.003939588350450142,0.011991409504403524,0.04195588843722758,0.003995685806268719,0.003777830099602056,0.02145427297790706,0.07582625123348863,0.014635580656153384,0.00818201526713492,0.008708853594692912,0.02300523150105518,0.0033693133776366126,0.10353839621819222,0.008007661521129347,0.009911027119235654,0.032099923968439005,0.04295638739306732,0.026457772682150535
